<HEADER>
Date= 2023/11/01 5:00:00 PM
Number_of_Columns= 5
Column_Names = [PG,PGC,LOT,PD,WF]
</HEADER>
<BOD>
PROG9;5;224259;8;3066398;   ;NA#
PROG9;5;224259;;3066398
PROG10;5;257571;6;3818899



PROG10;5;6;6;7550
PROG10;5;6;6;7550
PROG10;5;6;6;530
PROG10;5;6;6;7530
PROG10;5;6;6;7562
PROG10;5;6;6;7561
PROG10;5;6;6;7550
PROG10;5;257573;6;3818831
PROG10;5;257573;6;3818833
PROG10;5;257573;6;3818837
PROG10;5;257969;6;3818845
PROG10;5;257573;6;3818855
PROG10;5;257969;6;3818856
PROG10;5;6;6;7559
PROG10;5;6;6;13
PROG10;5;6;6;275
PROG10;5;257573;6;3818825
PROG10;5;257573;6;3818826
PROG10;5;257969;6;3818847
PROG10;5;257969;6;3818850
PROG10;5;257573;6;3818852
PROG10;5;257969;6;3818868;ffffffffffffffffffffffff;#
PROG10;5;257571;6;3818872
PROG10;5;257571;6;3818872
PROG10;5;257571;6;3818872
PROG10;5;257571;6;3818872
PROG10;5;257571;6;3818872
PROG10;5;257571;6;3818872

PROG10;5;257573;6;3818830
PROG10;5;257573;6;3818839
PROG10;5;257969;6;3818878
PROG10;5;257571;6;3818882
PROG10;5;257571;6;3818886
PROG10;5;257571;6;3818887
PROG10;5;257571;6;3818893
PROG15;5;11;11;22
PROG18;5;15;15;12650
PROG18;5;15;15;12646
PROG45;2;30;27;447373
PROG45;2;30;27;416432
PROG45;2;30;27;447333
PROG45;2;8646;27;5385705
PROG46;2;32;28;52
PROG46;2;32;28;52
PROG49;2;34;31;55
PROG49;2;34;31;55
PROG56;12;34;35;55
PROG56;12;34;35;55
PROG57;12;36;27;68
PROG57;12;36;27;5763
PROG60;2;34;35;55
PROG61;2;34;35;55
PROG61;2;34;35;55
PROG63;12;34;35;55
PROG67;1;42;38;78
PROG71;1;29;26;48
PROG74;3;29;26;48
PROG87;12;45;25;90
PROG87;12;45;25;90
PROG90;12;47;42;550017
PROG90;12;47;42;95
PROG90;12;47;42;550017
PROG90;12;47;42;580226
PROG90;12;47;42;1181955
PROG90;12;47;42;95
PROG91;12;48;42;96
PROG93;2;34;51;55
PROG93;2;34;51;55
PROG93;2;34;44;55
PROG95;2;34;45;55
PROG101;12;52;48;104
PROG102;2;34;44;55
PROG102;2;34;44;55
PROG102;2;34;44;55
PROG102;2;34;44;55
PROG105;2;249314;32;5388818
PROG107;2;55;52;110
PROG110;2;47077;55;5384555
PROG117;12;34;51;55
PROG117;12;34;51;55
PROG117;12;34;44;55
PROG118;12;34;45;55
PROG120;12;34;44;55
PROG120;12;34;44;55
PROG120;12;34;44;55
PROG120;12;34;44;55
PROG127;3;64;58;135
PROG131;12;65;59;139
PROG131;12;65;59;139
PROG131;12;65;59;139
PROG131;12;65;59;139
PROG131;12;65;59;139
PROG131;12;65;59;139
PROG131;12;65;59;139
PROG133;3;24;22;40
PROG133;3;24;22;40
PROG133;3;24;22;40
PROG133;3;24;22;40
PROG133;3;24;22;40
PROG137;12;34;31;55
PROG144;5;360024;15;5385891
PROG144;5;360024;15;5385547
PROG144;5;15;15;12648
PROG144;5;15;15;330
PROG144;5;15;15;176
PROG144;5;360024;15;5385722
PROG144;5;15;15;12650
PROG146;5;360105;65;5388758
PROG146;5;360105;65;5385974
PROG148;5;75;66;13300
PROG148;5;75;66;181
PROG148;5;286924;66;4319204
PROG148;5;286924;66;4319220
PROG149;5;136445;65;1181721
PROG161;5;210250;77;2766050
PROG161;5;227609;77;3125583
PROG161;5;210250;77;3125573
PROG161;5;210250;77;3125575
PROG161;5;85;77;713
PROG161;5;85;77;351
PROG161;5;227609;77;3125587
PROG161;5;210250;77;2765831
PROG161;5;85;77;1313
PROG161;5;227798;77;3130684
PROG161;5;227798;77;3130686
PROG162;5;227797;77;3130679
PROG162;5;227797;77;3130669
PROG162;5;227797;77;3130673
PROG162;5;227797;77;3130671
PROG163;5;360164;78;5386633
PROG163;5;32664;78;3789187;9;9;9;9;9;9;9;9,
PROG163;5;361868;78;5390779
PROG163;5;256625;78;3791829
PROG163;5;32664;78;3791828
PROG163;5;256625;78;3791827
PROG163;5;256625;78;3791822
PROG163;5;32664;78;3791820
PROG163;5;32664;78;3791819
PROG163;5;32664;78;3791818
PROG163;5;32664;78;3791814
PROG163;5;32664;78;3791812
PROG163;5;32664;78;3791811
PROG163;5;360164;78;5387975
PROG167;5;244575;80;3513034
PROG167;5;91;80;3513022
PROG167;5;244575;80;3513209
PROG167;5;91;80;478
PROG167;5;91;80;3513024
PROG167;5;244573;80;3513033
PROG167;5;244573;80;3513094
PROG167;5;244573;80;3513124
PROG167;5;244573;80;3513100
PROG167;5;244573;80;3513098
PROG167;5;244575;80;3513208
PROG167;5;91;80;362
PROG176;1;24;22;40
PROG176;1;24;22;40
PROG176;1;24;22;40
PROG176;1;24;22;40
PROG179;1;25;23;42
PROG198;5;268189;91;3993399
PROG198;5;268189;91;3993402
PROG198;5;268189;91;3993404
PROG198;5;103;91;8810
PROG198;5;103;91;8803
PROG198;5;103;91;537
PROG198;5;103;91;8806
PROG201;5;361544;92;5390187
PROG201;5;361389;92;5388319
PROG201;5;240158;92;3409696
PROG201;5;361544;92;5389583
PROG201;5;361389;92;5389585
PROG201;5;361389;92;5389827
PROG201;5;104;92;3521
PROG201;5;361544;92;5389232
PROG201;5;240158;92;3409687
PROG201;5;361389;92;5389184
PROG201;5;240158;92;3409674
PROG201;5;240158;92;3409664
PROG201;5;240157;92;3409652
PROG201;5;361544;92;5389846
PROG203;5;248925;79;3615391
PROG203;5;248925;79;3615389
PROG203;5;248925;79;3615388
PROG203;5;107;79;6843
PROG203;5;107;79;6831
PROG203;5;248924;79;3615380
PROG203;5;107;79;6824
PROG203;5;248924;79;3615379
PROG203;5;107;79;6822
PROG205;5;108;94;10603
PROG205;5;278335;94;4170344
PROG205;5;359784;94;5385898
PROG205;5;278333;94;4170359
PROG205;5;278335;94;4170377
PROG205;5;108;94;625
PROG205;5;278335;94;4170375
PROG205;5;108;94;10616
PROG205;5;108;94;10598
PROG205;5;359784;94;5386091
PROG206;5;109;77;501
PROG206;5;85;77;713
PROG206;5;227591;77;3125522
PROG210;5;112;96;721
PROG210;5;112;96;720
PROG211;5;116;97;594
